POD Load Time 00:00:01.6770045
Loop 56887 - 00:00:00.0779997 
Loop 56888 - 00:00:00.0749993 
Loop 56889 - 00:00:00.0740003 
Loop 56890 - 00:00:00.0730001 
Loop 56891 - 00:00:00.0750016 
Loop 56892 - 00:00:00.0739984 
Loop 56893 - 00:00:00.0760007 
Loop 56894 - 00:00:00.5380023 
Loop 56895 - 00:00:00.0759983 
Loop 56896 - 00:00:00.0740016 
Loop 56897 - 00:00:00.0749988 
Loop 56898 - 00:00:00.0780023 
Loop 56899 - 00:00:00.0759985 
Loop 56900 - 00:00:00.0759991 
Loop 56901 - 00:00:00.5240016 
Loop 56902 - 00:00:00.0770020 
Loop 56903 - 00:00:00.0739974 
Loop 56904 - 00:00:00.0730002 
Loop 56905 - 00:00:00.0730000 
Loop 56906 - 00:00:00.0740008 
Loop 56907 - 00:00:00.5290013 
Loop 56908 - 00:00:00.0750008 
Loop 56909 - 00:00:00.0739977 
Loop 56910 - 00:00:00.0770027 
Loop 56911 - 00:00:00.0729991 
Loop 56912 - 00:00:00.5259999 
Loop 56913 - 00:00:00.0750006 
Loop 56914 - 00:00:00.0739991 
Loop 56915 - 00:00:00.0750006 
Loop 56916 - 00:00:00.5240038 
Loop 56917 - 00:00:00.0760001 
Loop 56918 - 00:00:00.0739966 
Loop 56919 - 00:00:00.5230011 
Loop 56920 - 00:00:00.0749991 
Loop 56921 - 00:00:00.0740003 
Loop 56922 - 00:00:00.0750014 
Loop 56923 - 00:00:00.0730006 
Loop 56924 - 00:00:00.0759987 
Loop 56925 - 00:00:00.0740004 
Loop 56926 - 00:00:00.0739995 
Loop 56927 - 00:00:00.0760018 
Loop 56928 - 00:00:00.0739998 
Loop 56929 - 00:00:00.0730004 
Loop 56930 - 00:00:00.0749991 
Loop 56931 - 00:00:00.0760015 
Loop 56932 - 00:00:00.5239992 
Loop 56933 - 00:00:00.0770004 
Loop 56934 - 00:00:00.0719987 
Loop 56935 - 00:00:00.0750022 
Loop 56936 - 00:00:00.0759982 
Loop 56937 - 00:00:00.0740006 
Loop 56938 - 00:00:00.0750019 
Loop 56939 - 00:00:00.0750000 
Loop 56940 - 00:00:00.0739989 
Loop 56941 - 00:00:00.0749994 
Loop 56942 - 00:00:00.0740014 
Loop 56943 - 00:00:00.0750001 
Loop 56944 - 00:00:00.5260022 
Loop 56945 - 00:00:00.0759979 
Loop 56946 - 00:00:00.0740005 
Loop 56947 - 00:00:00.0740003 
Loop 56948 - 00:00:00.0740008 
Loop 56949 - 00:00:00.0749980 
Loop 56950 - 00:00:00.0720009 
Loop 56951 - 00:00:00.0730022 
Loop 56952 - 00:00:00.0759979 
Loop 56953 - 00:00:00.0740002 
Loop 56954 - 00:00:00.0739993 
Loop 56955 - 00:00:00.5250021 
Loop 56956 - 00:00:00.0750005 
Loop 56957 - 00:00:00.0739982 
Loop 56958 - 00:00:00.0750007 
Loop 56959 - 00:00:00.0760014 
Loop 56960 - 00:00:00.0739985 
Loop 56961 - 00:00:00.0740007 
Loop 56962 - 00:00:00.0739992 
Loop 56963 - 00:00:00.0750021 
Loop 56964 - 00:00:00.0739989 
Loop 56965 - 00:00:00.5220033 
Loop 56966 - 00:00:00.0749969 
Loop 56967 - 00:00:00.0770000 
Loop 56968 - 00:00:00.0750015 
Loop 56969 - 00:00:00.0740005 
Loop 56970 - 00:00:00.0750002 
Loop 56971 - 00:00:00.0739986 
Loop 56972 - 00:00:00.0750002 
Loop 56973 - 00:00:00.0720009 
Loop 56974 - 00:00:00.5270020 
Loop 56975 - 00:00:00.0759988 
Loop 56976 - 00:00:00.0750003 
Loop 56977 - 00:00:00.0729991 
Loop 56978 - 00:00:00.0740016 
Loop 56979 - 00:00:00.0749985 
Loop 56980 - 00:00:00.0750013 
Loop 56981 - 00:00:00.0740004 
Loop 56982 - 00:00:00.5259993 
Loop 56983 - 00:00:00.0740016 
Loop 56984 - 00:00:00.0789989 
Loop 56985 - 00:00:00.0880013 
Loop 56986 - 00:00:00.0779992 
Loop 56987 - 00:00:00.0769991 
Loop 56988 - 00:00:00.0840023 
Loop 56989 - 00:00:00.5570016 
Loop 56990 - 00:00:00.0849981 
Loop 56991 - 00:00:00.0759996 
Loop 56992 - 00:00:00.0849998 
Loop 56993 - 00:00:00.0870017 
Loop 56994 - 00:00:00.0739991 
Loop 56995 - 00:00:00.5570003 
Loop 56996 - 00:00:00.0830015 
Loop 56997 - 00:00:00.0840019 
Loop 56998 - 00:00:00.0779968 
Loop 56999 - 00:00:00.0740029 
Loop 57000 - 00:00:00.5580000 
Loop 57001 - 00:00:00.0789992 
Loop 57002 - 00:00:00.0870003 
Loop 57003 - 00:00:00.0800003 
Loop 57004 - 00:00:00.5569995 
Loop 57005 - 00:00:00.0769995 
Loop 57006 - 00:00:00.0830010 
Loop 57007 - 00:00:00.5560014 
Loop 57008 - 00:00:00.0860005 
Loop 57009 - 00:00:00.0789999 
Loop 57010 - 00:00:00.0830010 
Loop 57011 - 00:00:00.0859974 
Loop 57012 - 00:00:00.0760012 
Loop 57013 - 00:00:00.0740000 
Loop 57014 - 00:00:00.0790011 
Loop 57015 - 00:00:00.0840015 
Loop 57016 - 00:00:00.0779983 
Loop 57017 - 00:00:00.0759984 
Loop 57018 - 00:00:00.0750012 
Loop 57019 - 00:00:00.0749992 
Loop 57020 - 00:00:00.5260021 
Loop 57021 - 00:00:00.0780004 
Loop 57022 - 00:00:00.0730008 
Loop 57023 - 00:00:00.0729975 
Loop 57024 - 00:00:00.0750001 
Loop 57025 - 00:00:00.0750004 
Loop 57026 - 00:00:00.0750004 
Loop 57027 - 00:00:00.0740004 
Loop 57028 - 00:00:00.0749995 
Loop 57029 - 00:00:00.0740017 
Loop 57030 - 00:00:00.0749986 
Loop 57031 - 00:00:00.0729994 
Loop 57032 - 00:00:00.5240023 
Loop 57033 - 00:00:00.0760022 
Loop 57034 - 00:00:00.0739972 
Loop 57035 - 00:00:00.0760020 
Loop 57036 - 00:00:00.0739979 
Loop 57037 - 00:00:00.0740003 
Loop 57038 - 00:00:00.0740009 
Loop 57039 - 00:00:00.0739992 
Loop 57040 - 00:00:00.0760003 
Loop 57041 - 00:00:00.0730011 
Loop 57042 - 00:00:00.0760023 
Loop 57043 - 00:00:00.5219996 
Loop 57044 - 00:00:00.0749996 
Loop 57045 - 00:00:00.0789990 
Loop 57046 - 00:00:00.0730004 
Loop 57047 - 00:00:00.0740000 
Loop 57048 - 00:00:00.0750009 
Loop 57049 - 00:00:00.0749984 
Loop 57050 - 00:00:00.0759998 
Loop 57051 - 00:00:00.0740008 
Loop 57052 - 00:00:00.0740018 
Loop 57053 - 00:00:00.5250002 
Loop 57054 - 00:00:00.0759999 
Loop 57055 - 00:00:00.0749992 
Loop 57056 - 00:00:00.0730004 
Loop 57057 - 00:00:00.0729994 
Loop 57058 - 00:00:00.0740005 
Loop 57059 - 00:00:00.0740009 
Loop 57060 - 00:00:00.0739995 
Loop 57061 - 00:00:00.0740001 
Loop 57062 - 00:00:00.5280033 
Loop 57063 - 00:00:00.0759964 
Loop 57064 - 00:00:00.0739999 
Loop 57065 - 00:00:00.0740014 
Loop 57066 - 00:00:00.0739994 
Loop 57067 - 00:00:00.0750004 
Loop 57068 - 00:00:00.0770004 
Loop 57069 - 00:00:00.0749999 
Loop 57070 - 00:00:00.5210008 
Loop 57071 - 00:00:00.0739999 
Loop 57072 - 00:00:00.0750006 
Loop 57073 - 00:00:00.0750006 
Loop 57074 - 00:00:00.0749993 
Loop 57075 - 00:00:00.0729997 
Loop 57076 - 00:00:00.0760001 
Loop 57077 - 00:00:00.5200003 
Loop 57078 - 00:00:00.0770013 
Loop 57079 - 00:00:00.0769990 
Loop 57080 - 00:00:00.0739995 
Loop 57081 - 00:00:00.0750006 
Loop 57082 - 00:00:00.0740016 
Loop 57083 - 00:00:00.5230002 
Loop 57084 - 00:00:00.0759998 
Loop 57085 - 00:00:00.0739990 
Loop 57086 - 00:00:00.0730016 
Loop 57087 - 00:00:00.0739986 
Loop 57088 - 00:00:00.5260021 
Loop 57089 - 00:00:00.0759991 
Loop 57090 - 00:00:00.0739997 
Loop 57091 - 00:00:00.0750010 
Loop 57092 - 00:00:00.5230006 
Loop 57093 - 00:00:00.0760038 
Loop 57094 - 00:00:00.0729969 
Loop 57095 - 00:00:00.5230000 
Loop 57096 - 00:00:00.0740011 
Loop 57097 - 00:00:00.0750006 
Loop 57098 - 00:00:00.0739990 
Loop 57099 - 00:00:00.0749998 
Loop 57100 - 00:00:00.0750006 
Loop 57101 - 00:00:00.0740001 
Loop 57102 - 00:00:00.0759992 
Loop 57103 - 00:00:00.0750009 
Loop 57104 - 00:00:00.0739991 
Loop 57105 - 00:00:00.0750011 
Loop 57106 - 00:00:00.0739988 
Loop 57107 - 00:00:00.0730006 
Loop 57108 - 00:00:00.5240023 
Loop 57109 - 00:00:00.0760001 
Loop 57110 - 00:00:00.0749984 
Loop 57111 - 00:00:00.0739999 
Loop 57112 - 00:00:00.0750002 
Loop 57113 - 00:00:00.0760007 
Loop 57114 - 00:00:00.0739998 
Loop 57115 - 00:00:00.0730005 
Loop 57116 - 00:00:00.0750010 
Loop 57117 - 00:00:00.0760008 
Loop 57118 - 00:00:00.0739998 
Loop 57119 - 00:00:00.0760003 
Loop 57120 - 00:00:00.5249999 
Loop 57121 - 00:00:00.0750005 
Loop 57122 - 00:00:00.0749990 
Loop 57123 - 00:00:00.0749995 
Loop 57124 - 00:00:00.0750009 
Loop 57125 - 00:00:00.0739995 
Loop 57126 - 00:00:00.0740013 
Loop 57127 - 00:00:00.0749981 
Loop 57128 - 00:00:00.0740005 
Loop 57129 - 00:00:00.0730026 
Loop 57130 - 00:00:00.0739977 
Loop 57131 - 00:00:00.5230015 
Loop 57132 - 00:00:00.0759990 
Loop 57133 - 00:00:00.0750022 
Loop 57134 - 00:00:00.0729992 
Loop 57135 - 00:00:00.0740019 
Loop 57136 - 00:00:00.0739989 
Loop 57137 - 00:00:00.0739994 
Loop 57138 - 00:00:00.0759985 
Loop 57139 - 00:00:00.0730008 
Loop 57140 - 00:00:00.0770010 
Loop 57141 - 00:00:00.5269996 
Loop 57142 - 00:00:00.0770006 
Loop 57143 - 00:00:00.0729999 
Loop 57144 - 00:00:00.0739998 
Loop 57145 - 00:00:00.0750012 
Loop 57146 - 00:00:00.0739981 
Loop 57147 - 00:00:00.0760012 
Loop 57148 - 00:00:00.0739991 
Loop 57149 - 00:00:00.0740035 
Loop 57150 - 00:00:00.5249973 
Loop 57151 - 00:00:00.0760020 
Loop 57152 - 00:00:00.0739989 
Loop 57153 - 00:00:00.0750009 
Loop 57154 - 00:00:00.0739992 
Loop 57155 - 00:00:00.0750002 
Loop 57156 - 00:00:00.0740014 
Loop 57157 - 00:00:00.0729980 
Loop 57158 - 00:00:00.5240010 
Loop 57159 - 00:00:00.0760005 
Loop 57160 - 00:00:00.0739998 
Loop 57161 - 00:00:00.0740004 
Loop 57162 - 00:00:00.0749993 
Loop 57163 - 00:00:00.0750009 
Loop 57164 - 00:00:00.0729999 
Loop 57165 - 00:00:00.5260009 
Loop 57166 - 00:00:00.0790004 
Loop 57167 - 00:00:00.0760009 
Loop 57168 - 00:00:00.0749982 
Loop 57169 - 00:00:00.0740008 
Loop 57170 - 00:00:00.0730003 
Loop 57171 - 00:00:00.5260001 
Loop 57172 - 00:00:00.0739995 
Loop 57173 - 00:00:00.0740003 
Loop 57174 - 00:00:00.0750022 
Loop 57175 - 00:00:00.0749993 
Loop 57176 - 00:00:00.5279988 
Loop 57177 - 00:00:00.0760000 
Loop 57178 - 00:00:00.0730002 
Loop 57179 - 00:00:00.0760003 
Loop 57180 - 00:00:00.5240015 
Loop 57181 - 00:00:00.0770005 
Loop 57182 - 00:00:00.0770003 
Loop 57183 - 00:00:00.5239987 
Loop 57184 - 00:00:00.0770004 
Loop 57185 - 00:00:00.0740007 
Loop 57186 - 00:00:00.0750000 
Loop 57187 - 00:00:00.0740038 
Loop 57188 - 00:00:00.0739970 
Loop 57189 - 00:00:00.0739989 
Loop 57190 - 00:00:00.0760020 
Loop 57191 - 00:00:00.0739997 
Loop 57192 - 00:00:00.0749980 
Loop 57193 - 00:00:00.0740011 
Loop 57194 - 00:00:00.0740004 
Loop 57195 - 00:00:00.0750025 
Loop 57196 - 00:00:00.5289985 
Loop 57197 - 00:00:00.0749995 
Loop 57198 - 00:00:00.0759999 
Loop 57199 - 00:00:00.0739995 
Loop 57200 - 00:00:00.0740007 
Loop 57201 - 00:00:00.0760004 
Loop 57202 - 00:00:00.0749993 
Loop 57203 - 00:00:00.0760006 
Loop 57204 - 00:00:00.0739994 
Loop 57205 - 00:00:00.0740007 
Loop 57206 - 00:00:00.0750012 
Loop 57207 - 00:00:00.0739990 
Loop 57208 - 00:00:00.5269999 
Loop 57209 - 00:00:00.0749999 
Loop 57210 - 00:00:00.0730022 
Loop 57211 - 00:00:00.0740003 
Loop 57212 - 00:00:00.0749982 
Loop 57213 - 00:00:00.0750003 
Loop 57214 - 00:00:00.0739995 
Loop 57215 - 00:00:00.0740004 
Loop 57216 - 00:00:00.0740008 
Loop 57217 - 00:00:00.0750003 
Loop 57218 - 00:00:00.0780002 
Loop 57219 - 00:00:00.5290001 
Loop 57220 - 00:00:00.0750006 
Loop 57221 - 00:00:00.0750012 
Loop 57222 - 00:00:00.0739983 
Loop 57223 - 00:00:00.0740010 
Loop 57224 - 00:00:00.0749988 
Loop 57225 - 00:00:00.0740003 
Loop 57226 - 00:00:00.0730032 
Loop 57227 - 00:00:00.0739972 
Loop 57228 - 00:00:00.0750007 
Loop 57229 - 00:00:00.5320009 
Loop 57230 - 00:00:00.0719997 
Loop 57231 - 00:00:00.0759999 
Loop 57232 - 00:00:00.0759995 
Loop 57233 - 00:00:00.0750012 
Loop 57234 - 00:00:00.0749988 
Loop 57235 - 00:00:00.0729989 
Loop 57236 - 00:00:00.0749991 
Loop 57237 - 00:00:00.0750014 
Loop 57238 - 00:00:00.5280000 
Loop 57239 - 00:00:00.0780004 
Loop 57240 - 00:00:00.0729986 
Loop 57241 - 00:00:00.0740005 
Loop 57242 - 00:00:00.0750014 
Loop 57243 - 00:00:00.0739986 
Loop 57244 - 00:00:00.0750030 
Loop 57245 - 00:00:00.0749977 
Loop 57246 - 00:00:00.5270016 
Loop 57247 - 00:00:00.0759982 
Loop 57248 - 00:00:00.0750001 
Loop 57249 - 00:00:00.0740004 
Loop 57250 - 00:00:00.0729995 
Loop 57251 - 00:00:00.0770009 
Loop 57252 - 00:00:00.0739995 
Loop 57253 - 00:00:00.5230021 
Loop 57254 - 00:00:00.0769985 
Loop 57255 - 00:00:00.0750014 
Loop 57256 - 00:00:00.0750016 
Loop 57257 - 00:00:00.0769975 
Loop 57258 - 00:00:00.0759999 
Loop 57259 - 00:00:00.5260019 
Loop 57260 - 00:00:00.0760002 
Loop 57261 - 00:00:00.0740010 
Loop 57262 - 00:00:00.0759984 
Loop 57263 - 00:00:00.0750009 
Loop 57264 - 00:00:00.5270014 
Loop 57265 - 00:00:00.0769985 
Loop 57266 - 00:00:00.0759993 
Loop 57267 - 00:00:00.0740014 
Loop 57268 - 00:00:00.5270012 
Loop 57269 - 00:00:00.0749998 
Loop 57270 - 00:00:00.0739983 
Loop 57271 - 00:00:00.0750030 
Loop 57272 - 00:00:00.0769978 
Loop 57273 - 00:00:00.0760007 
Loop 57274 - 00:00:00.0739989 
Loop 57275 - 00:00:00.0770013 
Loop 57276 - 00:00:00.0740006 
Loop 57277 - 00:00:00.0739985 
Loop 57278 - 00:00:00.0760005 
Loop 57279 - 00:00:00.0720001 
Loop 57280 - 00:00:00.0750025 
Loop 57281 - 00:00:00.5279976 
Loop 57282 - 00:00:00.0740012 
Loop 57283 - 00:00:00.0780014 
Loop 57284 - 00:00:00.0749978 
Loop 57285 - 00:00:00.0719999 
Loop 57286 - 00:00:00.0750015 
Loop 57287 - 00:00:00.0740013 
Loop 57288 - 00:00:00.0739973 
Loop 57289 - 00:00:00.0750008 
Loop 57290 - 00:00:00.0740005 
Loop 57291 - 00:00:00.0749989 
Loop 57292 - 00:00:00.0730027 
Loop 57293 - 00:00:00.5289989 
Loop 57294 - 00:00:00.0770004 
Loop 57295 - 00:00:00.0760002 
Loop 57296 - 00:00:00.0750009 
Loop 57297 - 00:00:00.0739998 
Loop 57298 - 00:00:00.0739997 
Loop 57299 - 00:00:00.0749998 
Loop 57300 - 00:00:00.0760003 
Loop 57301 - 00:00:00.0740000 
Loop 57302 - 00:00:00.0750013 
Loop 57303 - 00:00:00.0759996 
Loop 57304 - 00:00:00.5269996 
Loop 57305 - 00:00:00.0759999 
Loop 57306 - 00:00:00.0740015 
Loop 57307 - 00:00:00.0760004 
Loop 57308 - 00:00:00.0769994 
Loop 57309 - 00:00:00.0739983 
Loop 57310 - 00:00:00.0740020 
Loop 57311 - 00:00:00.0759992 
Loop 57312 - 00:00:00.0750003 
Loop 57313 - 00:00:00.0760000 
Loop 57314 - 00:00:00.5270006 
Loop 57315 - 00:00:00.0760010 
Loop 57316 - 00:00:00.0759984 
Loop 57317 - 00:00:00.0750003 
Loop 57318 - 00:00:00.0740014 
Loop 57319 - 00:00:00.0759986 
Loop 57320 - 00:00:00.0730008 
Loop 57321 - 00:00:00.0739991 
Loop 57322 - 00:00:00.0760007 
Loop 57323 - 00:00:00.5460048 
Loop 57324 - 00:00:00.0759957 
Loop 57325 - 00:00:00.0729992 
Loop 57326 - 00:00:00.0750002 
Loop 57327 - 00:00:00.0760023 
Loop 57328 - 00:00:00.0739989 
Loop 57329 - 00:00:00.0750006 
Loop 57330 - 00:00:00.0739987 
Loop 57331 - 00:00:00.5280006 
Loop 57332 - 00:00:00.0760018 
Loop 57333 - 00:00:00.0750002 
Loop 57334 - 00:00:00.0749988 
Loop 57335 - 00:00:00.0740006 
Loop 57336 - 00:00:00.0750002 
Loop 57337 - 00:00:00.0749988 
Loop 57338 - 00:00:00.5300014 
Loop 57339 - 00:00:00.0749998 
Loop 57340 - 00:00:00.0770007 
Loop 57341 - 00:00:00.0749989 
Loop 57342 - 00:00:00.0749998 
Loop 57343 - 00:00:00.0750018 
Loop 57344 - 00:00:00.5269996 
Loop 57345 - 00:00:00.0770009 
Loop 57346 - 00:00:00.0739993 
Loop 57347 - 00:00:00.0750014 
Loop 57348 - 00:00:00.0760002 
Loop 57349 - 00:00:00.0739993 
Loop 57350 - 00:00:00.0729992 
Loop 57351 - 00:00:00.0750001 
Loop 57352 - 00:00:00.0740013 
Loop 57353 - 00:00:00.0730002 
Loop 57354 - 00:00:00.0719994 
Loop 57355 - 00:00:00.0730005 
Loop 57356 - 00:00:00.0749990 
Loop 57357 - 00:00:00.5310036 
Loop 57358 - 00:00:00.0739973 
Loop 57359 - 00:00:00.0750016 
Loop 57360 - 00:00:00.0750001 
Loop 57361 - 00:00:00.0739989 
Loop 57362 - 00:00:00.0739993 
Loop 57363 - 00:00:00.0750003 
Loop 57364 - 00:00:00.0739998 
Loop 57365 - 00:00:00.0760025 
Loop 57366 - 00:00:00.0739983 
Loop 57367 - 00:00:00.0749999 
Loop 57368 - 00:00:00.0760003 
Loop 57369 - 00:00:00.0730016 
Loop 57370 - 00:00:00.5260008 
Loop 57371 - 00:00:00.0759993 
Loop 57372 - 00:00:00.0779996 
Loop 57373 - 00:00:00.0750013 
Loop 57374 - 00:00:00.0740010 
Loop 57375 - 00:00:00.0790002 
Loop 57376 - 00:00:00.0770004 
Loop 57377 - 00:00:00.0790001 
Loop 57378 - 00:00:00.0759968 
Loop 57379 - 00:00:00.0780013 
Loop 57380 - 00:00:00.0739986 
Loop 57381 - 00:00:00.0740006 
Loop 57382 - 00:00:00.0750008 
Loop 57383 - 00:00:00.5320001 
Loop 57384 - 00:00:00.0770008 
Loop 57385 - 00:00:00.0739990 
Loop 57386 - 00:00:00.0750006 
Loop 57387 - 00:00:00.0760002 
Loop 57388 - 00:00:00.0739989 
Loop 57389 - 00:00:00.0740003 
Loop 57390 - 00:00:00.0760008 
Loop 57391 - 00:00:00.0740005 
Loop 57392 - 00:00:00.0739993 
Loop 57393 - 00:00:00.0750006 
Loop 57394 - 00:00:00.0740020 
Loop 57395 - 00:00:00.5299982 
Loop 57396 - 00:00:00.0750003 
Loop 57397 - 00:00:00.0730008 
Loop 57398 - 00:00:00.0750016 
Loop 57399 - 00:00:00.0759987 
Loop 57400 - 00:00:00.0740001 
Loop 57401 - 00:00:00.0739988 
Loop 57402 - 00:00:00.0780002 
Loop 57403 - 00:00:00.0750005 
Loop 57404 - 00:00:00.0750004 
Loop 57405 - 00:00:00.0749995 
Loop 57406 - 00:00:00.5270029 
Loop 57407 - 00:00:00.0759989 
Loop 57408 - 00:00:00.0739995 
Loop 57409 - 00:00:00.0749995 
Loop 57410 - 00:00:00.0760014 
Loop 57411 - 00:00:00.0749998 
Loop 57412 - 00:00:00.0749993 
Loop 57413 - 00:00:00.0730024 
Loop 57414 - 00:00:00.0749988 
Loop 57415 - 00:00:00.0739982 
Loop 57416 - 00:00:00.5340012 
Loop 57417 - 00:00:00.0759997 
Loop 57418 - 00:00:00.0770018 
Loop 57419 - 00:00:00.0790003 
Loop 57420 - 00:00:00.0729983 
Loop 57421 - 00:00:00.0740010 
Loop 57422 - 00:00:00.0750003 
Loop 57423 - 00:00:00.0739990 
Loop 57424 - 00:00:00.0750006 
Loop 57425 - 00:00:00.5329999 
Loop 57426 - 00:00:00.0760001 
Loop 57427 - 00:00:00.0740012 
Loop 57428 - 00:00:00.0739991 
Loop 57429 - 00:00:00.0770006 
Loop 57430 - 00:00:00.0739994 
Loop 57431 - 00:00:00.0740044 
Loop 57432 - 00:00:00.0749968 
Loop 57433 - 00:00:00.5280012 
Loop 57434 - 00:00:00.0749984 
Loop 57435 - 00:00:00.0740012 
Loop 57436 - 00:00:00.0739998 
Loop 57437 - 00:00:00.0739995 
Loop 57438 - 00:00:00.0750019 
Loop 57439 - 00:00:00.0739977 
Loop 57440 - 00:00:00.5300054 
Loop 57441 - 00:00:00.0759980 
Loop 57442 - 00:00:00.0749993 
Loop 57443 - 00:00:00.0740000 
Loop 57444 - 00:00:00.0759985 
Loop 57445 - 00:00:00.0730002 
Loop 57446 - 00:00:00.5270018 
Loop 57447 - 00:00:00.0770005 
Loop 57448 - 00:00:00.0749990 
Loop 57449 - 00:00:00.0739992 
Loop 57450 - 00:00:00.0720011 
Loop 57451 - 00:00:00.5380005 
Loop 57452 - 00:00:00.0750003 
Loop 57453 - 00:00:00.0739999 
Loop 57454 - 00:00:00.0749988 
Loop 57455 - 00:00:00.5260012 
Loop 57456 - 00:00:00.0760018 
Loop 57457 - 00:00:00.0740005 
Loop 57458 - 00:00:00.5299999 
Loop 57459 - 00:00:00.0740003 
Loop 57460 - 00:00:00.0739992 
Loop 57461 - 00:00:00.0739997 
Loop 57462 - 00:00:00.0760005 
Loop 57463 - 00:00:00.0740004 
Loop 57464 - 00:00:00.0760010 
Loop 57465 - 00:00:00.0760035 
Loop 57466 - 00:00:00.0739942 
Loop 57467 - 00:00:00.0750013 
Loop 57468 - 00:00:00.0749999 
Loop 57469 - 00:00:00.0749998 
Loop 57470 - 00:00:00.0760000 
Loop 57471 - 00:00:00.5260011 
Loop 57472 - 00:00:00.0729997 
Loop 57473 - 00:00:00.0750014 
Loop 57474 - 00:00:00.0740000 
Loop 57475 - 00:00:00.0769988 
Loop 57476 - 00:00:00.0749993 
Loop 57477 - 00:00:00.0750009 
Loop 57478 - 00:00:00.0749992 
Loop 57479 - 00:00:00.0740015 
Loop 57480 - 00:00:00.0720003 
Loop 57481 - 00:00:00.0770008 
Loop 57482 - 00:00:00.0759994 
Loop 57483 - 00:00:00.5310012 
Loop 57484 - 00:00:00.0769988 
Loop 57485 - 00:00:00.0750021 
Loop 57486 - 00:00:00.0749984 
Loop 57487 - 00:00:00.0739990 
Loop 57488 - 00:00:00.0730004 
Loop 57489 - 00:00:00.0750004 
Loop 57490 - 00:00:00.0740017 
Loop 57491 - 00:00:00.0740001 
Loop 57492 - 00:00:00.0739975 
Loop 57493 - 00:00:00.0830008 
Loop 57494 - 00:00:00.5620029 
Loop 57495 - 00:00:00.0789974 
Loop 57496 - 00:00:00.0739999 
Loop 57497 - 00:00:00.0800033 
Loop 57498 - 00:00:00.0839981 
Loop 57499 - 00:00:00.0810012 
Loop 57500 - 00:00:00.0769983 
Loop 57501 - 00:00:00.0850010 
Loop 57502 - 00:00:00.0849996 
Loop 57503 - 00:00:00.0779992 
Loop 57504 - 00:00:00.5570020 
Loop 57505 - 00:00:00.0759998 
Loop 57506 - 00:00:00.0840004 
Loop 57507 - 00:00:00.0840015 
Loop 57508 - 00:00:00.0739982 
Loop 57509 - 00:00:00.0850008 
Loop 57510 - 00:00:00.0850000 
Loop 57511 - 00:00:00.0750003 
Loop 57512 - 00:00:00.0819994 
Loop 57513 - 00:00:00.5550005 
Loop 57514 - 00:00:00.0859996 
Loop 57515 - 00:00:00.0810129 
Loop 57516 - 00:00:00.0769872 
Loop 57517 - 00:00:00.0800032 
Loop 57518 - 00:00:00.0839979 
Loop 57519 - 00:00:00.0769992 
Loop 57520 - 00:00:00.0800008 
Loop 57521 - 00:00:00.5530004 
Loop 57522 - 00:00:00.0870013 
Loop 57523 - 00:00:00.0829988 
Loop 57524 - 00:00:00.0760012 
Loop 57525 - 00:00:00.0820016 
Loop 57526 - 00:00:00.0849976 
Loop 57527 - 00:00:00.0740007 
Loop 57528 - 00:00:00.5439993 
Loop 57529 - 00:00:00.0779998 
Loop 57530 - 00:00:00.0740007 
Loop 57531 - 00:00:00.0740018 
Loop 57532 - 00:00:00.0749990 
Loop 57533 - 00:00:00.0789997 
Loop 57534 - 00:00:00.5270015 
Loop 57535 - 00:00:00.0749996 
Loop 57536 - 00:00:00.0740006 
Loop 57537 - 00:00:00.0770002 
Loop 57538 - 00:00:00.0740005 
Loop 57539 - 00:00:00.5289985 
Loop 57540 - 00:00:00.0770003 
Loop 57541 - 00:00:00.0739998 
Loop 57542 - 00:00:00.0730011 
Loop 57543 - 00:00:00.5300004 
Loop 57544 - 00:00:00.0749987 
Loop 57545 - 00:00:00.0760008 
Loop 57546 - 00:00:00.5290019 
Loop 57547 - 00:00:00.0759989 
Loop 57548 - 00:00:00.0750020 
Loop 57549 - 00:00:00.0749983 
Loop 57550 - 00:00:00.0749997 
Loop 57551 - 00:00:00.0760004 
Loop 57552 - 00:00:00.0729996 
Loop 57553 - 00:00:00.0750001 
Loop 57554 - 00:00:00.0750023 
Loop 57555 - 00:00:00.0760024 
Loop 57556 - 00:00:00.0749955 
Loop 57557 - 00:00:00.0750004 
Loop 57558 - 00:00:00.0770001 
Loop 57559 - 00:00:00.5270016 
Loop 57560 - 00:00:00.0759990 
Loop 57561 - 00:00:00.0740012 
Loop 57562 - 00:00:00.0739985 
Loop 57563 - 00:00:00.0760021 
Loop 57564 - 00:00:00.0740010 
Loop 57565 - 00:00:00.0749980 
Loop 57566 - 00:00:00.0750011 
Loop 57567 - 00:00:00.0739992 
Loop 57568 - 00:00:00.0740000 
Loop 57569 - 00:00:00.0750007 
Loop 57570 - 00:00:00.0730005 
Loop 57571 - 00:00:00.5260004 
Loop 57572 - 00:00:00.0759988 
Loop 57573 - 00:00:00.0770005 
Loop 57574 - 00:00:00.0729995 
Loop 57575 - 00:00:00.0750010 
Loop 57576 - 00:00:00.0760022 
Loop 57577 - 00:00:00.0760006 
Loop 57578 - 00:00:00.0739975 
Loop 57579 - 00:00:00.0750010 
Loop 57580 - 00:00:00.0749999 
Loop 57581 - 00:00:00.0739987 
Loop 57582 - 00:00:00.5320027 
Loop 57583 - 00:00:00.0749981 
Loop 57584 - 00:00:00.0740005 
Loop 57585 - 00:00:00.0740037 
